hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,128,2016,December,49,3,0,1,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,2,No Deposit,0,Transient-Party,64.0,0,1
City Hotel,35,2016,December,49,2,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,1
City Hotel,158,2017,May,20,18,0,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,170.0,0,0
City Hotel,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0
Resort Hotel,44,2016,March,12,17,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,72.43,0,1
City Hotel,14,2015,October,42,15,0,2,1,0,0,BB,IRQ,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0
City Hotel,323,2015,September,36,5,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,60.0,0,0
Resort Hotel,135,2016,August,34,15,1,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,246.0,0,0
City Hotel,2,2016,October,42,11,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.98,0,0
City Hotel,277,2017,May,19,12,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,1
Resort Hotel,36,2016,September,36,2,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,169.0,0,1
City Hotel,201,2016,August,32,6,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,82.45,0,0
City Hotel,20,2015,September,39,20,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,118.15,0,1
City Hotel,301,2016,July,31,30,1,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,115.0,0,1
City Hotel,105,2016,April,17,18,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0
City Hotel,83,2016,May,19,7,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,124.65,0,1
City Hotel,84,2016,August,32,1,1,2,2,1,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,169.0,0,1
City Hotel,63,2017,March,13,27,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100.3,0,0
City Hotel,18,2017,January,1,3,0,2,1,0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,79.2,0,2
City Hotel,343,2017,April,16,21,2,2,2,0,0,BB,ITA,Direct,Direct,0,0,0,B,A,1,No Deposit,0,Transient,99.25,0,1
City Hotel,174,2015,October,41,10,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,70.0,0,0
City Hotel,119,2016,May,21,19,0,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.5,0,1
Resort Hotel,25,2017,July,30,29,2,3,1,2,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,273.56,0,3
City Hotel,43,2016,July,30,19,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.9,0,0
Resort Hotel,3,2015,October,43,19,1,4,1,0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient,58.4,0,0
City Hotel,95,2016,April,17,20,0,2,1,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,74.0,0,0
City Hotel,4,2017,May,22,30,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.0,0,0
City Hotel,305,2016,November,45,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,89.0,0,0
City Hotel,0,2016,July,28,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,0,Transient,159.0,0,0
Resort Hotel,236,2017,June,25,23,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,138.0,1,2
City Hotel,85,2016,October,41,6,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0
City Hotel,48,2016,March,13,20,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,93.5,0,2
City Hotel,3,2017,May,18,2,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient-Party,170.0,0,1
City Hotel,14,2015,October,42,15,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0
Resort Hotel,142,2016,February,6,4,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,50.4,0,1
City Hotel,126,2017,June,24,17,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,1
City Hotel,198,2016,May,21,20,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,98,Transient-Party,65.0,0,0
Resort Hotel,9,2016,May,21,15,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,0,Transient-Party,70.0,0,0
City Hotel,111,2016,September,38,17,2,4,3,0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,168.3,0,1
City Hotel,193,2017,January,4,26,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,57.6,0,2
City Hotel,31,2016,March,13,24,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,144.9,0,0
City Hotel,98,2017,March,11,17,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.0,0,1
City Hotel,54,2017,March,13,28,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100.3,0,1
Resort Hotel,0,2017,March,12,20,1,0,1,0,0,BB,PRT,Direct,Corporate,1,0,3,C,C,0,No Deposit,0,Transient,42.0,1,1
Resort Hotel,12,2016,October,44,29,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,44.0,1,0
Resort Hotel,0,2017,July,29,19,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,154.0,0,0
City Hotel,18,2016,February,7,12,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,64.0,0,0
City Hotel,68,2017,May,20,14,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,F,2,No Deposit,0,Transient-Party,110.0,0,0
Resort Hotel,128,2016,December,49,3,0,1,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,0,Transient-Party,64.0,0,0
Resort Hotel,86,2015,October,43,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,50.03,0,0
Resort Hotel,19,2017,May,21,27,2,5,2,0,1,HB,IRL,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,161.6,0,2
City Hotel,57,2017,March,11,16,0,3,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75.0,0,0
City Hotel,50,2016,November,46,12,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,85.75,0,0
City Hotel,6,2015,August,34,18,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,E,0,No Deposit,0,Transient,75.0,0,2
City Hotel,49,2016,November,45,4,1,2,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,112.0,0,0
Resort Hotel,179,2017,June,23,9,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,56.7,0,1
City Hotel,352,2017,June,23,4,2,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,68.88,0,1
Resort Hotel,102,2015,September,37,11,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,57.5,0,0
Resort Hotel,31,2015,September,38,17,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,102.6,1,1
City Hotel,357,2017,May,21,24,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0
Resort Hotel,1,2016,February,6,6,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,52.4,1,1
City Hotel,112,2016,July,30,18,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.3,0,1
City Hotel,27,2017,January,1,1,2,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.24,0,3
City Hotel,43,2016,March,13,21,1,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,121.0,1,2
City Hotel,13,2017,February,8,19,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.0,0,0
City Hotel,32,2015,November,47,20,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,73.0,0,1
Resort Hotel,200,2015,August,35,24,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,0,Transient,166.0,0,1
City Hotel,4,2016,November,47,18,2,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,0,Transient,87.63,0,1
City Hotel,157,2017,June,24,16,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,130.5,0,0
City Hotel,343,2017,April,16,21,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,0,Transient,99.25,0,1
City Hotel,60,2016,November,48,25,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,75.0,0,0
City Hotel,125,2016,August,35,25,0,1,2,0,0,BB,FIN,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.95,0,1
Resort Hotel,168,2016,April,16,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,86.0,0,0
City Hotel,0,2017,February,8,25,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,0
Resort Hotel,4,2016,January,4,22,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,39.0,0,1
Resort Hotel,2,2016,December,49,2,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,34.0,0,1
City Hotel,176,2016,March,13,20,2,4,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.0,0,1
Resort Hotel,0,2016,March,12,14,1,1,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,A,1,No Deposit,0,Transient,40.0,0,0
City Hotel,6,2016,February,8,14,3,5,1,0,0,BB,JPN,Direct,Direct,0,0,0,D,D,3,No Deposit,0,Transient,102.55,0,0
City Hotel,328,2015,September,37,10,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0
City Hotel,110,2016,October,42,14,0,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,190.8,0,0
City Hotel,91,2017,April,16,21,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0
Resort Hotel,30,2016,March,11,7,1,5,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,68.4,0,0
Resort Hotel,85,2015,December,53,31,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,0,Transient,144.0,0,0
City Hotel,49,2017,August,31,4,2,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,1
Resort Hotel,33,2017,February,6,6,1,4,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1
Resort Hotel,249,2017,August,33,17,2,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,167.91,0,1
City Hotel,0,2016,January,2,7,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,45.0,0,0
Resort Hotel,73,2015,December,50,12,4,10,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,36.0,0,1
City Hotel,18,2015,September,40,27,2,0,1,0,0,BB,CHE,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,170.0,0,0
City Hotel,70,2017,April,16,16,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,0
City Hotel,36,2016,October,43,20,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.5,0,2
City Hotel,75,2017,April,16,21,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,171.0,0,1
City Hotel,4,2016,December,52,20,0,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,67.58,0,2
Resort Hotel,18,2016,March,12,15,0,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,54.0,1,1
City Hotel,39,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,101.5,0,0
City Hotel,97,2015,October,41,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,62.0,0,0
City Hotel,2,2015,September,36,5,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0
Resort Hotel,11,2015,July,30,24,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0,Transient,150.0,0,1
City Hotel,0,2016,June,25,17,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,115.0,0,0
City Hotel,18,2016,February,6,1,1,5,2,2,0,BB,CHN,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient-Party,77.88,0,0
Resort Hotel,94,2016,May,21,21,2,3,2,1,0,Undefined,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,193.0,0,1
City Hotel,154,2016,July,29,16,2,1,2,2,0,BB,SWE,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,189.9,1,1
City Hotel,0,2015,November,47,17,0,1,1,0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,79.0,0,0
City Hotel,71,2017,April,15,15,2,1,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,177.0,0,1
Resort Hotel,19,2016,October,41,2,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,129.0,0,1
City Hotel,12,2017,January,4,23,1,4,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.71,0,1
Resort Hotel,6,2016,March,11,8,0,2,2,0,1,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0.0,0,1
City Hotel,1,2017,January,3,20,2,7,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,1
Resort Hotel,10,2016,February,9,25,1,3,2,0,0,BB,GBR,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,0,Group,58.0,0,1
City Hotel,178,2016,August,33,10,0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,99.45,0,1
Resort Hotel,312,2017,July,27,2,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,104.85,0,1
City Hotel,63,2015,November,48,23,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,60.0,0,0
City Hotel,55,2016,April,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,104.0,0,0
City Hotel,12,2017,July,29,22,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,146.0,0,1
City Hotel,21,2016,March,10,4,0,1,2,0,0,HB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,129.0,0,0
Resort Hotel,60,2016,October,41,3,1,4,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,70.0,0,1
City Hotel,258,2015,July,27,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,62.0,0,0
City Hotel,272,2015,July,29,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,62.0,0,0
City Hotel,21,2016,September,39,23,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,170.0,1,2
City Hotel,271,2015,July,29,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0
Resort Hotel,9,2016,April,15,9,1,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,0,Transient,135.5,1,0
City Hotel,56,2015,September,38,17,0,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,82.0,0,0
City Hotel,117,2016,February,10,29,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44,Transient,75.0,0,0
Resort Hotel,7,2017,March,9,2,0,3,3,0,0,BB,BEL,Groups,Corporate,0,0,0,A,A,2,No Deposit,0,Transient-Party,50.33,0,0
City Hotel,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient-Party,101.5,0,0
Resort Hotel,5,2017,June,24,15,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,166.25,0,0
City Hotel,13,2016,September,39,19,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,134.0,0,1
Resort Hotel,172,2017,April,17,29,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,86.91,0,0
Resort Hotel,76,2016,August,32,6,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,203.0,1,0
City Hotel,0,2015,August,34,17,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114.0,0,0
City Hotel,22,2015,December,51,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0
City Hotel,205,2017,March,11,16,0,3,2,0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,0
City Hotel,356,2017,January,1,6,1,2,1,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.5,0,0
City Hotel,47,2016,September,37,10,1,1,2,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,3,No Deposit,0,Transient-Party,96.0,0,1
Resort Hotel,85,2015,September,38,16,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,71.2,0,1
City Hotel,277,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0
Resort Hotel,5,2017,July,28,12,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient-Party,73.95,0,0
City Hotel,138,2015,July,30,25,0,1,2,0,0,BB,BRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,60.0,0,0
Resort Hotel,36,2015,November,47,20,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,64.0,0,0
Resort Hotel,1,2015,December,50,10,0,3,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,32.0,0,0
City Hotel,204,2017,May,21,26,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,3
Resort Hotel,59,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,67.14,1,0
City Hotel,11,2017,May,19,9,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,95.0,0,1
Resort Hotel,289,2017,May,22,30,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,1
City Hotel,38,2017,January,2,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0
City Hotel,1,2015,August,32,6,2,7,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,3,No Deposit,0,Transient,60.0,0,0
City Hotel,39,2017,January,1,2,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,0
City Hotel,112,2017,May,22,28,2,1,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,137.21,0,1
City Hotel,103,2015,December,53,29,0,4,2,0,1,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,117.25,0,3
Resort Hotel,7,2017,January,2,11,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.0,2,1
Resort Hotel,121,2015,November,45,1,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,46.0,0,1
City Hotel,240,2016,September,37,10,1,1,2,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,96.0,0,1
